r_mesh,r_model
2.184993322058553,1.2173534222897653
2.193297402437176,1.2219799813578551
2.2014280845616394,1.2265099328271991
2.2093780003967725,1.2309391716496305
2.217139534561469,1.2352634549699613
2.2247048807531,1.2394784335624414
2.2320661108523976,1.2435796903320502
2.239215254267359,1.2475627845203858
2.2461443847485896,1.2514233000742143
2.2528457116798477,1.2551568965073439
2.259311672722656,1.2587593605169085
2.2655350246752795,1.2622266566047986
2.271508929493173,1.2655549750033392
2.2772270326057593,1.268740775308923
2.282683530945534,1.2717808243839404
2.287873228469647,1.274672227290232
2.2927915773883716,1.2774124502592357
2.2974347038045777,1.2799993349768362
2.301799416997063,1.2824311037555065
2.3058832021311404,1.284706355473064
2.3096841967344552,1.2868240524663395
2.313201151816772,1.2887834988693443
2.3164333790222242,1.290584311169525
2.31938068566485,1.2922263820132736
2.322043299898455,1.2937098385148535
2.3244217885967866,1.295034996503924
2.32651697075925,1.2962023122801536
2.328329829402763,1.2972123335243966
2.3298614249469516,1.298065651041873
2.3311128130457996,1.2987628529826598
2.332084969665629,1.299304483099422
2.3327787259616364,1.2996910044643404
2.333194715171255,1.2999227698811278
2.3333333333333335,1.3
2.333194715171255,1.2999227698811278
2.3327787259616364,1.2996910044643404
2.332084969665629,1.299304483099422
2.3311128130457996,1.2987628529826598
2.3298614249469516,1.298065651041873
2.328329829402763,1.2972123335243966
2.32651697075925,1.2962023122801536
2.3244217885967866,1.295034996503924
2.322043299898455,1.2937098385148535
2.31938068566485,1.2922263820132736
2.316433379022224,1.2905843111695248
2.3132011518167723,1.2887834988693447
2.3096841967344552,1.2868240524663395
2.3058832021311404,1.284706355473064
2.301799416997063,1.2824311037555065
2.2974347038045777,1.2799993349768362
2.2927915773883716,1.2774124502592357
2.287873228469647,1.274672227290232
2.282683530945534,1.2717808243839404
2.277227032605759,1.2687407753089228
2.271508929493173,1.2655549750033392
2.265535024675279,1.2622266566047984
2.2593116727226557,1.2587593605169083
2.2528457116798477,1.2551568965073439
2.246144384748589,1.251423300074214
2.239215254267359,1.2475627845203858
2.2320661108523976,1.2435796903320502
2.2247048807530994,1.2394784335624411
2.217139534561468,1.2352634549699608
2.209378000396773,1.2309391716496307
2.20142808456164,1.2265099328271993
2.193297402437176,1.2219799813578551
2.184993322058553,1.2173534222897653
2.176522922398534,1.2126341996220402
2.1678929678977026,1.2078260821144344
2.1591099002325014,1.202932658700965
2.1501798477238845,1.1979573437318785
2.141108652180433,1.1929033919290983
2.1319019123610765,1.1877739226011712
2.1225650426554106,1.1825719523365859
2.11310334503451,1.1773004350906555
2.103522091841587,1.1719623083117414
2.09382661658681,1.166560543526937
2.0840224095988735,1.1610981996336582
2.074115215178695,1.15557847702813
2.064111126805721,1.1500047706489018
2.054016676968868,1.144380720025512
2.0438389183320433,1.1387102544992813
2.033585493195008,1.1329976319229331
2.023264688566476,1.1272474693441796
2.012885474617183,1.1214647644295734
2.002457524812248,1.1156549066811097
1.9919912166180669,1.1098236778300659
1.9814976123204657,1.1039772411499738
1.970988420157548,1.0981221198020625
1.9604759366409892,1.0922651646999797
1.9499729715912952,1.0864135127437218
1.9394927580236008,1.080574536613149
1.9290488495693303,1.0747557876171983
1.9186550085853296,1.0689649333546836
1.908325088467556,1.0632096921462098
1.8980729139356318,1.0574977663355662
1.8879121631752787,1.0518367766262267
1.8778562557098124,1.0462341996097526
1.8679182497158484,1.0406973105559727
1.8581107522037033,1.0352331333706346
1.8484458450563674,1.0298483993885477
1.8389350293744315,1.0245495163657548
1.8295891899251726,1.0193425486725962
1.8204185807639537,1.0142332092827742
1.8114328323109787,1.0092268637161168
1.8026409793550566,1.0043285456406745
1.7940515086490711,0.9995429833901969
1.7856724239905994,0.994874636223334
1.7775113259761504,0.990327738758141
1.769575503007387,0.9859063516755442
1.7618720296376862,0.9816144165124252
1.7544078679984827,0.9774558121705833
1.747189967852775,0.9734344106608318
1.7402253607978198,0.9695541295873568
1.733521244284151,0.9658189789583127
1.7270850514309033,0.9622331000829318
1.720924503089122,0.9588007945782252
1.7150476392203589,0.9555265418513428
1.7094628273970662,0.9524150038355084
1.7041787470688563,0.9494710162240771
1.69920434914529,0.9466995659523758
1.694548791388956,0.9441057552024185
1.6902213510574233,0.941694752731993
1.6862313171432735,0.9394717338369667
1.6825878654020192,0.9374418107239821
1.6792999200938274,0.9356099554808468
1.6763760069648665,0.9339809181661399
1.6738241024303784,0.9325591427826394
1.6716514841723058,0.9313486840388561
1.6698645884145904,0.9303531278309861
1.668468878982202,0.929575518290084
1.6674687328874074,0.9290182940372699
1.6668673466299357,0.9286832359795356
1.6666666666666667,0.9285714285714286
0.33334991387744195,0.18572352344600337
0.3333980799707237,0.18575035884083177
0.3334731667409425,0.1857921928985251
0.33356760243414807,0.18584480707045392
0.3336712034258511,0.18590252762297418
0.333771568863768,0.1859584455098136
0.33385455812244574,0.1860046823825055
0.333904831449487,0.18603269180757134
0.33390643255366437,0.1860335838513273
0.3338433913902503,0.1859984609174252
0.3337003259053694,0.1859187530044201
0.33346302281078627,0.1857865412802952
0.33311897934458345,0.18559485992055363
0.33265789020534386,0.18533796740012015
0.33207206622990165,0.1850115797566595
0.33135677376579714,0.18461305966951555
0.33051048597253324,0.1841415564704114
0.329535039429963,0.18359809339669367
0.3284356914484502,0.1829855995212794
0.3272210754171651,0.18230888487527772
0.32590305347802545,0.18157455836632846
0.3244964678739977,0.18079088924408446
0.3230187945928742,0.17996761413031562
0.3214897054946919,0.17911569306132835
0.31993054801871545,0.1782470196104272
0.31836375480265877,0.17737409196148132
0.31681219902471836,0.1765096537423431
0.31529851482113064,0.17566631540034422
0.3138444054699883,0.17485616876185064
0.31246996481893285,0.1740904089705483
0.31119303927608927,0.17337897902524974
0.31002865818985803,0.17273025242006376
0.3089885592919437,0.17215076874836863
0.30808083288421795,0.1716450354640643
0.3073097036230955,0.17121540630429607
0.3066754623298714,0.17086204329807123
0.306174552684468,0.17058296506706078
0.3057998095633876,0.17037417961388737
0.30554083786257014,0.17022989538057479
0.30538451358274105,0.17014280042467
0.30531558330749575,0.1701043964141762
0.3053173343356071,0.1701053719869811
0.3053723057711319,0.17013599892963063
0.30546301073833804,0.17018653455421692
0.3055726413071945,0.17024761444257983
0.30568573031374097,0.17031062117479853
0.3057887476263287,0.17036801653466885
0.30587061215969413,0.17041362677468674
0.30592310476492823,0.17044287265474573
0.3059411708155671,0.17045293802581596
0.3059231047649282,0.1704428726547457
0.30587061215969413,0.17041362677468674
0.3057887476263287,0.17036801653466885
0.30568573031374097,0.17031062117479853
0.3055726413071945,0.17024761444257983
0.3054630107383382,0.170186534554217
0.30537230577113184,0.1701359989296306
0.30531733433560715,0.17010537198698114
0.3053155833074957,0.17010439641417618
0.30538451358274105,0.17014280042467
0.3055408378625701,0.17022989538057476
0.3057998095633876,0.17037417961388737
0.30617455268446797,0.17058296506706072
0.3066754623298715,0.17086204329807125
0.30730970362309556,0.1712154063042961
0.3080808328842179,0.17164503546406426
0.3089885592919437,0.17215076874836863
0.310028658189858,0.17273025242006373
0.3111930392760892,0.1733789790252497
0.3124699648189328,0.17409040897054828
0.3138444054699883,0.17485616876185064
0.3152985148211306,0.1756663154003442
0.3168121990247183,0.17650965374234306
0.31836375480265877,0.17737409196148132
0.3199305480187154,0.17824701961042716
0.32148970549469186,0.17911569306132832
0.3230187945928742,0.17996761413031562
0.3244964678739976,0.18079088924408437
0.32590305347802545,0.18157455836632846
0.32722107541716516,0.18230888487527774
0.3284356914484501,0.18298559952127935
0.32953503942996304,0.1835980933966937
0.33051048597253324,0.1841415564704114
0.33135677376579714,0.18461305966951555
0.33207206622990176,0.18501157975665955
0.332657890205344,0.18533796740012023
0.33311897934458345,0.18559485992055363
0.33346302281078627,0.1857865412802952
0.3337003259053694,0.1859187530044201
0.33384339139025027,0.18599846091742517
0.33390643255366437,0.1860335838513273
0.33390483144948696,0.18603269180757132
0.33385455812244574,0.1860046823825055
0.3337715688637681,0.18595844550981364
0.33367120342585105,0.18590252762297416
0.33356760243414807,0.18584480707045392
0.3334731667409426,0.18579219289852517
0.3333980799707237,0.18575035884083177
0.33334991387744184,0.18572352344600332
0.3333333333333333,0.18571428571428572
0.33334991387744195,0.18572352344600337
0.33339807997072374,0.1857503588408318
0.3334731667409425,0.1857921928985251
0.3335676024341481,0.18584480707045395
0.33367120342585116,0.1859025276229742
0.3337715688637681,0.18595844550981364
0.33385455812244574,0.1860046823825055
0.3339048314494869,0.1860326918075713
0.33390643255366437,0.1860335838513273
0.33384339139025027,0.18599846091742517
0.3337003259053694,0.1859187530044201
0.3334630228107863,0.18578654128029523
0.3331189793445834,0.1855948599205536
0.33265789020534386,0.18533796740012015
0.33207206622990176,0.18501157975665955
0.33135677376579714,0.18461305966951555
0.33051048597253324,0.1841415564704114
0.3295350394299631,0.18359809339669372
0.3284356914484502,0.1829855995212794
0.327221075417165,0.18230888487527766
0.32590305347802534,0.1815745583663284
0.3244964678739977,0.18079088924408446
0.32301879459287414,0.1799676141303156
0.32148970549469197,0.17911569306132838
0.31993054801871545,0.1782470196104272
0.3183637548026587,0.1773740919614813
0.31681219902471824,0.17650965374234304
0.31529851482113064,0.17566631540034422
0.3138444054699883,0.17485616876185064
0.31246996481893285,0.1740904089705483
0.31119303927608916,0.17337897902524968
0.3100286581898579,0.1727302524200637
0.3089885592919437,0.17215076874836863
0.30808083288421795,0.1716450354640643
0.3073097036230955,0.17121540630429607
0.3066754623298715,0.17086204329807125
0.30617455268446797,0.17058296506706072
0.30579980956338754,0.17037417961388734
0.3055408378625701,0.17022989538057476
0.305384513582741,0.17014280042466998
0.30531558330749564,0.17010439641417616
0.3053173343356071,0.1701053719869811
0.30537230577113184,0.1701359989296306
0.30546301073833804,0.17018653455421692
0.3055726413071945,0.17024761444257983
0.30568573031374097,0.17031062117479853
0.3057887476263287,0.17036801653466885
0.30587061215969413,0.17041362677468674
0.30592310476492823,0.17044287265474573
0.3059411708155671,0.17045293802581596
0.3059231047649283,0.17044287265474575
0.30587061215969424,0.1704136267746868
0.3057887476263287,0.17036801653466885
0.30568573031374097,0.17031062117479853
0.30557264130719447,0.17024761444257977
0.30546301073833804,0.17018653455421692
0.30537230577113195,0.17013599892963066
0.3053173343356071,0.1701053719869811
0.30531558330749564,0.17010439641417616
0.305384513582741,0.17014280042466998
0.30554083786257014,0.17022989538057479
0.30579980956338765,0.1703741796138874
0.3061745526844681,0.1705829650670608
0.3066754623298715,0.17086204329807125
0.30730970362309556,0.1712154063042961
0.30808083288421795,0.1716450354640643
0.3089885592919437,0.17215076874836863
0.31002865818985803,0.17273025242006376
0.3111930392760891,0.17337897902524965
0.31246996481893285,0.1740904089705483
0.31384440546998843,0.1748561687618507
0.3152985148211307,0.17566631540034425
0.3168121990247183,0.17650965374234306
0.3183637548026587,0.1773740919614813
0.3199305480187154,0.17824701961042716
0.3214897054946919,0.17911569306132835
0.32301879459287425,0.17996761413031565
0.32449646787399766,0.18079088924408443
0.32590305347802534,0.1815745583663284
0.32722107541716505,0.1823088848752777
0.3284356914484502,0.1829855995212794
0.3295350394299631,0.18359809339669372
0.3305104859725333,0.18414155647041142
0.33135677376579714,0.18461305966951555
0.3320720662299017,0.18501157975665952
0.3326578902053439,0.18533796740012018
0.3331189793445834,0.1855948599205536
0.3334630228107862,0.18578654128029518
0.3337003259053694,0.1859187530044201
0.3338433913902502,0.1859984609174251
0.33390643255366437,0.1860335838513273
0.3339048314494869,0.1860326918075713
0.33385455812244574,0.1860046823825055
0.33377156886376813,0.1859584455098137
0.33367120342585105,0.18590252762297416
0.333567602434148,0.1858448070704539
0.3334731667409426,0.18579219289852517
0.3333980799707238,0.18575035884083183
0.33334991387744195,0.18572352344600337
0.3333333333333333,0.18571428571428572
2.333194715171255,1.2999227698811278
2.3327787259616364,1.2996910044643404
2.332084969665629,1.299304483099422
2.3311128130457996,1.2987628529826598
2.3298614249469516,1.298065651041873
2.328329829402763,1.2972123335243966
2.32651697075925,1.2962023122801536
2.3244217885967866,1.295034996503924
2.322043299898455,1.2937098385148535
2.31938068566485,1.2922263820132736
2.316433379022224,1.2905843111695248
2.3132011518167723,1.2887834988693447
2.3096841967344552,1.2868240524663395
2.3058832021311404,1.284706355473064
2.301799416997063,1.2824311037555065
2.297434703804578,1.2799993349768364
2.2927915773883716,1.2774124502592357
2.2878732284696475,1.2746722272902322
2.2826835309455342,1.2717808243839406
2.277227032605759,1.2687407753089228
2.2715089294931734,1.2655549750033395
2.26553502467528,1.2622266566047988
2.259311672722656,1.2587593605169085
2.2528457116798477,1.2551568965073439
2.246144384748589,1.251423300074214
2.239215254267359,1.2475627845203858
2.2320661108523976,1.2435796903320502
2.2247048807531,1.2394784335624414
2.217139534561469,1.2352634549699613
2.2093780003967725,1.2309391716496305
2.2014280845616394,1.2265099328271991
2.1932974024371763,1.2219799813578553
2.184993322058553,1.2173534222897653
2.1765229223985343,1.2126341996220407
2.1678929678977026,1.2078260821144344
2.159109900232502,1.2029326587009654
2.150179847723885,1.1979573437318787
2.141108652180433,1.1929033919290983
2.1319019123610765,1.1877739226011712
2.12256504265541,1.1825719523365856
2.11310334503451,1.1773004350906555
2.1035220918415876,1.1719623083117416
2.09382661658681,1.166560543526937
2.084022409598873,1.1610981996336578
2.0741152151786943,1.1555784770281297
2.064111126805721,1.1500047706489018
2.0540166769688684,1.1443807200255125
2.043838918332044,1.1387102544992815
2.033585493195008,1.1329976319229331
2.023264688566476,1.1272474693441796
2.012885474617183,1.1214647644295734
2.0024575248122485,1.11565490668111
1.9919912166180669,1.1098236778300659
1.9814976123204657,1.1039772411499738
1.970988420157548,1.0981221198020625
1.9604759366409892,1.0922651646999797
1.9499729715912957,1.086413512743722
1.9394927580236012,1.0805745366131494
1.9290488495693303,1.0747557876171983
1.9186550085853296,1.0689649333546836
1.908325088467556,1.0632096921462098
1.8980729139356318,1.0574977663355662
1.8879121631752787,1.0518367766262267
1.8778562557098124,1.0462341996097526
1.8679182497158484,1.0406973105559727
1.858110752203704,1.035233133370635
1.8484458450563677,1.0298483993885477
1.8389350293744315,1.0245495163657548
1.8295891899251722,1.019342548672596
1.8204185807639537,1.0142332092827742
1.811432832310979,1.0092268637161168
1.8026409793550568,1.0043285456406745
1.7940515086490711,0.9995429833901969
1.7856724239905994,0.994874636223334
1.7775113259761504,0.990327738758141
1.7695755030073876,0.9859063516755445
1.7618720296376862,0.9816144165124252
1.7544078679984827,0.9774558121705833
1.747189967852775,0.9734344106608318
1.7402253607978198,0.9695541295873568
1.7335212442841519,0.9658189789583133
1.727085051430904,0.9622331000829323
1.7209245030891223,0.9588007945782253
1.7150476392203589,0.9555265418513428
1.7094628273970662,0.9524150038355084
1.7041787470688567,0.9494710162240774
1.69920434914529,0.9466995659523758
1.6945487913889563,0.9441057552024186
1.6902213510574233,0.941694752731993
1.6862313171432735,0.9394717338369667
1.6825878654020194,0.9374418107239822
1.6792999200938274,0.9356099554808468
1.6763760069648665,0.9339809181661399
1.6738241024303784,0.9325591427826394
1.6716514841723058,0.9313486840388561
1.6698645884145904,0.9303531278309861
1.6684688789822022,0.9295755182900841
1.6674687328874074,0.9290182940372699
1.6668673466299357,0.9286832359795356
1.6666666666666667,0.9285714285714286
1.6668673466299357,0.9286832359795356
1.6674687328874074,0.9290182940372699
1.6684688789822022,0.9295755182900841
1.6698645884145904,0.9303531278309861
1.6716514841723058,0.9313486840388561
1.6738241024303784,0.9325591427826394
1.6763760069648665,0.9339809181661399
1.6792999200938274,0.9356099554808468
1.6825878654020194,0.9374418107239822
1.6862313171432735,0.9394717338369667
1.6902213510574233,0.941694752731993
1.6945487913889563,0.9441057552024186
1.69920434914529,0.9466995659523758
1.7041787470688563,0.9494710162240771
1.7094628273970662,0.9524150038355084
1.715047639220359,0.9555265418513429
1.7209245030891223,0.9588007945782253
1.727085051430904,0.9622331000829323
1.7335212442841519,0.9658189789583133
1.74022536079782,0.9695541295873569
1.747189967852775,0.9734344106608318
1.754407867998483,0.9774558121705834
1.7618720296376866,0.9816144165124254
1.7695755030073872,0.9859063516755443
1.7775113259761504,0.990327738758141
1.7856724239905994,0.994874636223334
1.7940515086490711,0.9995429833901969
1.8026409793550568,1.0043285456406745
1.811432832310979,1.0092268637161168
1.8204185807639537,1.0142332092827742
1.8295891899251722,1.019342548672596
1.8389350293744318,1.024549516365755
1.8484458450563677,1.0298483993885477
1.858110752203704,1.035233133370635
1.8679182497158484,1.0406973105559727
1.8778562557098124,1.0462341996097526
1.887912163175279,1.0518367766262269
1.8980729139356318,1.0574977663355662
1.908325088467556,1.0632096921462098
1.9186550085853291,1.0689649333546833
1.9290488495693305,1.0747557876171985
1.9394927580236012,1.0805745366131494
1.9499729715912957,1.086413512743722
1.9604759366409892,1.0922651646999797
1.970988420157548,1.0981221198020625
1.9814976123204657,1.1039772411499738
1.991991216618067,1.109823677830066
2.0024575248122485,1.11565490668111
2.012885474617183,1.1214647644295734
2.023264688566476,1.1272474693441796
2.0335854931950084,1.1329976319229333
2.043838918332044,1.1387102544992815
2.0540166769688684,1.1443807200255125
2.0641111268057215,1.150004770648902
2.0741152151786943,1.1555784770281297
2.0840224095988735,1.1610981996336582
2.09382661658681,1.166560543526937
2.103522091841587,1.1719623083117414
2.11310334503451,1.1773004350906555
2.1225650426554106,1.1825719523365859
2.131901912361077,1.1877739226011714
2.141108652180433,1.1929033919290983
2.1501798477238845,1.1979573437318785
2.159109900232502,1.2029326587009654
2.167892967897703,1.2078260821144347
2.1765229223985343,1.2126341996220407
2.1849933220585536,1.2173534222897655
2.1932974024371763,1.2219799813578553
2.2014280845616394,1.2265099328271991
2.209378000396773,1.2309391716496307
2.2171395345614693,1.2352634549699615
2.2247048807531,1.2394784335624414
2.2320661108523976,1.2435796903320502
2.239215254267359,1.2475627845203858
2.2461443847485896,1.2514233000742143
2.252845711679848,1.255156896507344
2.259311672722656,1.2587593605169085
2.26553502467528,1.2622266566047988
2.271508929493173,1.2655549750033392
2.2772270326057593,1.268740775308923
2.2826835309455342,1.2717808243839406
2.2878732284696475,1.2746722272902322
2.2927915773883716,1.2774124502592357
2.2974347038045777,1.2799993349768362
2.3017994169970635,1.2824311037555067
2.3058832021311404,1.284706355473064
2.3096841967344552,1.2868240524663395
2.313201151816772,1.2887834988693443
2.3164333790222242,1.290584311169525
2.31938068566485,1.2922263820132736
2.322043299898455,1.2937098385148535
2.3244217885967866,1.295034996503924
2.32651697075925,1.2962023122801536
2.328329829402763,1.2972123335243966
2.3298614249469516,1.298065651041873
2.3311128130457996,1.2987628529826598
2.3320849696656296,1.2993044830994223
2.3327787259616364,1.2996910044643404
2.333194715171255,1.2999227698811278
2.3333333333333335,1.3
